no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,income_to_loan_ratio,total_assets
3,1,1,7000000,15400000,20,315,19900000,7600000,16400000,5900000,0.45454545454545453,43900000
2,0,0,4500000,9100000,18,593,-100000,600000,12400000,2500000,0.4945054945054945,12900000
5,0,1,8700000,28100000,10,660,25500000,800000,25900000,10100000,0.3096085409252669,52200000
4,1,1,6400000,23900000,6,300,16200000,11600000,24900000,7000000,0.26778242677824265,52700000
4,0,1,8800000,20900000,18,766,13500000,15400000,34500000,13100000,0.42105263157894735,63400000
0,1,0,2000000,4800000,20,337,1300000,2200000,5500000,1700000,0.4166666666666667,9000000
3,1,1,600000,1800000,4,843,1400000,300000,1700000,400000,0.3333333333333333,3400000
3,0,1,9400000,24600000,10,414,8800000,13400000,23800000,5600000,0.3821138211382114,46000000
3,1,0,5500000,17600000,8,882,5800000,7800000,20300000,3100000,0.3125,33900000
5,0,0,8800000,22600000,10,357,7900000,8600000,18200000,4900000,0.3893805309734513,34700000
5,0,1,4400000,14100000,10,663,5300000,4900000,17500000,2600000,0.3120567375886525,27700000
2,1,1,600000,2300000,12,335,400000,900000,1200000,400000,0.2608695652173913,2500000
2,0,0,500000,1500000,2,888,1500000,300000,1500000,600000,0.3333333333333333,3300000
3,0,0,5500000,11600000,6,745,9400000,8000000,12800000,5400000,0.47413793103448276,30200000
1,1,0,8800000,30200000,18,897,17100000,7900000,28700000,11100000,0.2913907284768212,53700000
4,0,1,5100000,14000000,12,459,9800000,0,10400000,6800000,0.36428571428571427,20200000
5,1,1,7600000,23000000,10,829,3100000,7300000,17600000,7300000,0.33043478260869563,28000000
4,0,1,2500000,8000000,8,464,4000000,3000000,9000000,3000000,0.3125,16000000
4,0,1,2900000,5900000,18,621,200000,3100000,8500000,3500000,0.4915254237288136,11800000
3,0,1,1800000,5100000,8,790,100000,0,3700000,2000000,0.35294117647058826,3800000
3,0,0,6100000,24000000,18,718,4100000,3400000,16600000,6800000,0.25416666666666665,24100000
5,1,0,3300000,8400000,18,520,500000,6300000,11000000,4000000,0.39285714285714285,17800000
0,1,1,8000000,21100000,6,306,16100000,11800000,28200000,8700000,0.3791469194312796,56100000
0,1,0,2000000,4700000,2,820,4700000,500000,7900000,1200000,0.425531914893617,13100000
5,0,0,5800000,13700000,6,369,10500000,2700000,12100000,3000000,0.4233576642335766,25300000
1,0,0,8900000,22600000,18,617,8400000,15500000,27900000,11700000,0.3938053097345133,51800000
4,0,0,7600000,25100000,4,671,4600000,13200000,27400000,4300000,0.30278884462151395,45200000
0,0,1,5800000,14100000,16,570,8200000,4200000,16400000,3700000,0.41134751773049644,28800000
5,0,0,5200000,20700000,2,538,3200000,2000000,14600000,3600000,0.25120772946859904,19800000
2,1,1,4100000,11400000,14,505,8100000,7500000,10100000,5500000,0.35964912280701755,25700000
3,0,1,7900000,26600000,12,409,17100000,1400000,22500000,8700000,0.29699248120300753,41000000
5,0,1,1800000,5300000,12,461,2800000,2000000,4700000,2000000,0.33962264150943394,9500000
4,1,0,7400000,18300000,10,601,16400000,12600000,28800000,6100000,0.40437158469945356,57800000
2,0,0,5700000,20500000,8,412,5800000,4300000,21200000,4900000,0.2780487804878049,31300000
5,1,1,1500000,4000000,12,350,2900000,1900000,4400000,1200000,0.375,9200000
2,0,0,8000000,31900000,16,806,19900000,1800000,23200000,5400000,0.2507836990595611,44900000
0,1,0,3500000,11400000,16,837,3700000,2100000,10000000,2700000,0.30701754385964913,15800000
2,0,1,8300000,30100000,16,636,5200000,5100000,33100000,7200000,0.2757475083056478,43400000
1,1,1,3100000,11300000,14,824,3700000,6000000,11000000,4400000,0.2743362831858407,20700000
3,0,0,4700000,10900000,2,626,9200000,2300000,14600000,5200000,0.43119266055045874,26100000
3,0,0,4600000,10000000,4,702,6800000,1500000,16100000,4500000,0.46,24400000
5,0,1,6300000,13200000,16,321,6700000,4000000,15200000,7100000,0.4772727272727273,25900000
5,0,1,9000000,20400000,6,451,5200000,11400000,28200000,9000000,0.4411764705882353,44800000
4,1,1,3700000,7400000,12,363,4800000,6800000,10500000,4400000,0.5,22100000
4,1,1,9000000,31100000,8,896,7100000,4400000,23400000,13100000,0.28938906752411575,34900000
0,1,0,2200000,8800000,4,437,1600000,2300000,8300000,2000000,0.25,12200000
1,1,1,9500000,24400000,14,696,25500000,6700000,29500000,6300000,0.38934426229508196,61700000
2,1,0,2400000,6200000,12,860,4900000,3700000,9500000,1100000,0.3870967741935484,18100000
5,1,0,2800000,8200000,14,615,7400000,3300000,6700000,2700000,0.34146341463414637,17400000
1,0,0,3400000,8600000,6,640,7700000,1000000,7800000,4400000,0.3953488372093023,16500000
5,0,0,700000,1700000,18,757,1900000,200000,2100000,600000,0.4117647058823529,4200000
0,1,0,7900000,30800000,4,726,5000000,14600000,23800000,5500000,0.2564935064935065,43400000
4,1,1,1400000,3400000,14,835,3100000,100000,4100000,2100000,0.4117647058823529,7300000
5,1,1,9800000,37900000,18,301,6700000,4900000,34300000,6200000,0.25857519788918204,45900000
0,1,1,4200000,16400000,20,539,9500000,2100000,11400000,3100000,0.25609756097560976,23000000
4,1,1,8700000,28200000,12,548,11800000,9900000,19800000,8500000,0.30851063829787234,41500000
3,0,0,9200000,36400000,18,669,3100000,12700000,30900000,12300000,0.25274725274725274,46700000
5,1,1,7300000,22500000,2,846,9800000,4700000,20300000,5700000,0.3244444444444444,34800000
5,0,0,500000,1200000,12,454,1400000,500000,1000000,300000,0.4166666666666667,2900000
3,0,1,9000000,32900000,6,657,9900000,600000,29200000,12000000,0.2735562310030395,39700000
0,0,0,4300000,16900000,18,469,200000,5800000,12000000,6200000,0.25443786982248523,18000000
4,0,1,8000000,31200000,6,482,19800000,11500000,22200000,5700000,0.2564102564102564,53500000
2,1,1,2100000,4500000,2,787,4800000,2800000,6000000,2100000,0.4666666666666667,13600000
1,1,1,300000,1000000,10,431,400000,500000,900000,100000,0.3,1800000
0,0,0,5200000,12200000,16,783,5000000,2000000,11400000,5100000,0.4262295081967213,18400000
0,0,0,3100000,11100000,8,504,3500000,4600000,11400000,1800000,0.27927927927927926,19500000
4,0,1,6300000,14500000,10,349,3800000,12300000,16500000,5700000,0.43448275862068964,32600000
3,1,0,8100000,22300000,10,686,20400000,8700000,19200000,6200000,0.3632286995515695,48300000
2,0,1,6900000,15600000,6,352,13000000,5300000,22600000,10000000,0.4423076923076923,40900000
1,1,1,9500000,19100000,16,662,100000,10500000,37700000,11700000,0.4973821989528796,48300000
4,0,1,5600000,14100000,14,696,9000000,9200000,16500000,6800000,0.3971631205673759,34700000
0,0,0,9300000,27200000,8,629,4500000,14300000,26900000,5000000,0.34191176470588236,45700000
5,1,1,7700000,15500000,8,407,6500000,9100000,26300000,4600000,0.4967741935483871,41900000
5,1,1,9400000,26600000,20,771,10200000,12600000,36900000,11700000,0.3533834586466165,59700000
1,1,1,3600000,10300000,12,536,6800000,500000,12200000,2700000,0.34951456310679613,19500000
2,0,0,3200000,12500000,10,457,6100000,2000000,8200000,4300000,0.256,16300000
0,0,1,9300000,24500000,10,600,20200000,700000,32600000,5400000,0.3795918367346939,53500000
3,1,1,200000,700000,18,526,400000,100000,500000,0,0.2857142857142857,1000000
2,1,0,7000000,22400000,6,649,12200000,9900000,17800000,8900000,0.3125,39900000
1,1,1,1600000,4400000,4,364,2500000,700000,4300000,2400000,0.36363636363636365,7500000
5,0,1,8000000,28000000,10,449,18500000,1500000,17400000,3900000,0.2857142857142857,37400000
4,1,1,3500000,11300000,16,874,1400000,3800000,10100000,3700000,0.30973451327433627,15300000
5,1,0,4900000,10800000,18,613,6800000,800000,14500000,5300000,0.4537037037037037,22100000
1,1,1,8900000,32000000,16,711,4300000,1200000,22100000,5200000,0.278125,27600000
5,0,1,8400000,17500000,12,620,15300000,13600000,26000000,5800000,0.48,54900000
4,1,0,8500000,24900000,2,405,1900000,400000,21700000,11400000,0.3413654618473896,24000000
4,0,0,1900000,4300000,4,826,2400000,0,7000000,900000,0.4418604651162791,9400000
5,1,1,4800000,17000000,10,666,6800000,5400000,12400000,2900000,0.2823529411764706,24600000
4,1,0,7600000,29700000,6,603,3200000,2900000,27800000,11000000,0.2558922558922559,33900000
4,0,0,1700000,4300000,18,580,1500000,2400000,6600000,1700000,0.3953488372093023,10500000
4,1,0,7900000,17200000,14,318,14200000,9500000,23200000,9000000,0.45930232558139533,46900000
5,1,0,2700000,8700000,14,772,2200000,2800000,7600000,3700000,0.3103448275862069,12600000
3,0,0,3400000,10900000,14,757,5400000,1600000,7700000,3000000,0.3119266055045872,14700000
4,1,0,3300000,11800000,2,847,7800000,2400000,12100000,3000000,0.2796610169491525,22300000
5,0,0,6300000,14600000,8,469,13300000,10100000,24500000,3800000,0.4315068493150685,47900000
0,1,0,3700000,10600000,20,484,5800000,1300000,13900000,3500000,0.3490566037735849,21000000
1,0,1,5200000,19500000,12,778,5200000,4300000,19900000,5800000,0.26666666666666666,29400000
3,1,0,9000000,19000000,8,693,18300000,4500000,29600000,7200000,0.47368421052631576,52400000
2,0,1,9700000,35100000,20,612,13400000,13500000,38200000,6500000,0.27635327635327633,65100000
1,1,1,5400000,13600000,4,821,11600000,8700000,19900000,5600000,0.39705882352941174,40200000
1,1,0,1400000,3300000,8,306,3200000,800000,2700000,800000,0.42424242424242425,6700000
0,1,0,4200000,14800000,20,510,9200000,5700000,11900000,2600000,0.28378378378378377,26800000
2,0,1,4700000,16200000,12,802,2300000,5400000,14800000,6700000,0.29012345679012347,22500000
2,0,0,8400000,32100000,20,328,16300000,4600000,19500000,8000000,0.2616822429906542,40400000
1,1,0,400000,1400000,4,302,200000,100000,1500000,500000,0.2857142857142857,1800000
4,1,1,800000,2400000,2,461,1300000,1300000,2300000,300000,0.3333333333333333,4900000
2,0,1,7800000,22100000,6,533,11900000,2500000,19300000,10800000,0.35294117647058826,33700000
0,0,0,4100000,15400000,16,304,3000000,5200000,16200000,3100000,0.2662337662337662,24400000
0,0,1,7900000,23500000,20,750,16800000,15300000,21200000,4000000,0.33617021276595743,53300000
3,0,0,1400000,3200000,8,753,2200000,2000000,3600000,2000000,0.4375,7800000
5,1,0,6500000,23300000,12,790,600000,9700000,15500000,9500000,0.27896995708154504,25800000
1,0,0,8400000,25000000,12,694,5300000,14900000,23000000,7700000,0.336,43200000
0,0,1,5800000,12700000,12,528,8400000,7300000,19600000,7600000,0.4566929133858268,35300000
1,0,1,6500000,13900000,8,369,9600000,300000,17200000,8300000,0.4676258992805755,27100000
0,0,1,9400000,30700000,10,477,17400000,900000,27500000,6200000,0.30618892508143325,45800000
4,1,0,2900000,10400000,6,673,5100000,1700000,10600000,1700000,0.27884615384615385,17400000
3,1,0,6600000,18800000,12,834,18800000,9300000,13700000,4800000,0.35106382978723405,41800000
1,1,0,8100000,21900000,6,884,15100000,5400000,27500000,6600000,0.3698630136986301,48000000
3,1,1,6600000,25200000,20,598,13100000,3600000,20700000,8600000,0.2619047619047619,37400000
3,1,0,8300000,25700000,12,453,24000000,14600000,20400000,5700000,0.3229571984435798,59000000
3,0,0,6300000,13900000,18,748,17700000,8800000,21700000,8600000,0.45323741007194246,48200000
0,1,1,4100000,12800000,8,799,3700000,700000,9400000,2700000,0.3203125,13800000
0,0,1,5300000,10600000,2,828,8100000,6700000,17400000,5800000,0.5,32200000
5,1,1,4600000,12800000,14,769,13100000,8600000,12100000,3500000,0.359375,33800000
4,0,0,8000000,27800000,16,331,13000000,6300000,21400000,10900000,0.28776978417266186,40700000
3,0,1,1900000,5900000,8,651,700000,2100000,6200000,1500000,0.3220338983050847,9000000
1,0,0,8000000,31900000,12,504,23800000,1500000,22100000,6000000,0.2507836990595611,47400000
5,1,1,5800000,14000000,14,418,3900000,10400000,15100000,6800000,0.4142857142857143,29400000
3,0,0,5800000,19600000,16,313,11100000,8100000,22700000,6300000,0.29591836734693877,41900000
5,0,0,7900000,17700000,2,559,19700000,2800000,28900000,5400000,0.4463276836158192,51400000
1,0,0,6600000,18500000,8,712,2300000,3200000,24400000,7600000,0.3567567567567568,29900000
1,1,1,5400000,20700000,8,753,1900000,800000,19000000,3600000,0.2608695652173913,21700000
0,1,1,1500000,4100000,12,789,3600000,1600000,5800000,1300000,0.36585365853658536,11000000
1,1,0,3500000,10900000,4,524,8800000,6200000,13600000,2800000,0.3211009174311927,28600000
4,1,1,3900000,12400000,12,473,6400000,4700000,13100000,3800000,0.31451612903225806,24200000
0,1,1,5400000,10900000,20,366,3700000,500000,21000000,4800000,0.4954128440366973,25200000
2,0,0,7900000,17700000,4,402,20900000,11800000,25600000,8400000,0.4463276836158192,58300000
0,0,0,3000000,7000000,10,781,7200000,600000,11700000,2700000,0.42857142857142855,19500000
4,1,0,6700000,13400000,10,436,3600000,1200000,23200000,7500000,0.5,28000000
5,1,0,2400000,5100000,6,756,1500000,200000,5300000,3400000,0.47058823529411764,7000000
1,0,0,5700000,12400000,14,396,5400000,7500000,17600000,5600000,0.4596774193548387,30500000
3,1,0,9400000,35000000,16,548,18200000,4400000,36100000,4800000,0.26857142857142857,58700000
4,1,1,4200000,9100000,2,900,6700000,5300000,10900000,5900000,0.46153846153846156,22900000
1,1,1,5600000,21000000,2,552,3200000,6300000,22100000,6100000,0.26666666666666666,31600000
2,0,1,4400000,10000000,20,516,7400000,7600000,12200000,5100000,0.44,27200000
5,1,1,4400000,8900000,4,761,8100000,1000000,14200000,3000000,0.4943820224719101,23300000
1,0,0,8300000,24900000,10,642,11500000,15400000,21600000,5800000,0.3333333333333333,48500000
2,1,1,6600000,17000000,2,457,100000,1800000,23300000,6700000,0.38823529411764707,25200000
2,1,1,6000000,13000000,12,462,2100000,2500000,14600000,5600000,0.46153846153846156,19200000
3,0,0,9800000,25600000,10,404,24400000,6700000,37000000,11500000,0.3828125,68100000
1,1,1,2800000,5900000,20,728,1000000,3200000,10300000,1400000,0.4745762711864407,14500000
3,0,1,4100000,12700000,10,465,6400000,1900000,14100000,3200000,0.3228346456692913,22400000
0,1,1,5100000,14500000,14,559,11000000,1100000,12300000,6000000,0.35172413793103446,24400000
0,0,1,6900000,17000000,20,599,18100000,9400000,26600000,4300000,0.40588235294117647,54100000
0,1,0,800000,2900000,2,439,100000,900000,2700000,1200000,0.27586206896551724,3700000
4,1,1,7000000,26700000,4,486,10600000,12200000,18800000,6000000,0.26217228464419473,41600000
5,1,1,600000,1500000,2,319,100000,1100000,2100000,600000,0.4,3300000
5,1,0,6200000,24200000,18,610,10200000,7800000,19600000,8300000,0.256198347107438,37600000
5,0,1,200000,400000,18,822,200000,300000,600000,300000,0.5,1100000
0,1,0,9300000,20100000,10,743,4800000,1800000,21900000,13600000,0.4626865671641791,28500000
3,0,1,6800000,19900000,10,516,16000000,6000000,26000000,8500000,0.3417085427135678,48000000
0,1,0,300000,1100000,8,778,800000,200000,900000,100000,0.2727272727272727,1900000
0,1,1,4800000,17500000,2,371,11700000,6800000,18700000,3500000,0.2742857142857143,37200000
4,1,1,5700000,13900000,12,775,1600000,3100000,15900000,7100000,0.41007194244604317,20600000
4,0,0,1600000,5500000,10,577,400000,1200000,4100000,1400000,0.2909090909090909,5700000
2,0,0,9600000,22500000,18,851,7400000,16200000,24300000,12700000,0.4266666666666667,47900000
4,1,1,6600000,22100000,6,887,3600000,3500000,19800000,4700000,0.2986425339366516,26900000
0,1,1,1400000,3700000,4,841,3000000,1000000,4600000,1000000,0.3783783783783784,8600000
2,1,1,7200000,21900000,12,640,0,11400000,14600000,3800000,0.3287671232876712,26000000
1,0,1,9900000,39500000,12,808,11800000,3700000,30200000,13500000,0.25063291139240507,45700000
3,0,1,2300000,8000000,14,472,4400000,3300000,7700000,1800000,0.2875,15400000
5,1,0,9600000,27100000,8,594,25500000,4600000,26800000,13300000,0.35424354243542433,56900000
5,0,0,2000000,6200000,18,402,4000000,2100000,7200000,1100000,0.3225806451612903,13300000
4,0,1,9600000,19900000,6,319,3200000,16500000,28100000,6600000,0.4824120603015075,47800000
0,1,1,2500000,6700000,16,569,4500000,3400000,6200000,1300000,0.373134328358209,14100000
4,0,1,5700000,16900000,4,656,13000000,7400000,22000000,8400000,0.33727810650887574,42400000
4,0,1,6200000,16200000,20,734,8800000,4000000,14600000,4400000,0.38271604938271603,27400000
0,1,1,1600000,5300000,4,733,400000,2100000,5500000,1100000,0.3018867924528302,8000000
1,1,0,2800000,9100000,12,436,3600000,500000,7800000,3600000,0.3076923076923077,11900000
4,0,1,6600000,20500000,8,856,18800000,5400000,15100000,9400000,0.32195121951219513,39300000
5,1,0,1100000,4300000,10,388,3200000,1400000,3300000,1600000,0.2558139534883721,7900000
3,0,1,8700000,33600000,14,314,7700000,10000000,21700000,6200000,0.25892857142857145,39400000
0,0,0,4900000,18500000,8,659,8800000,1700000,14700000,4900000,0.2648648648648649,25200000
3,1,1,8600000,32000000,4,497,11400000,3300000,18600000,4900000,0.26875,33300000
4,0,0,1800000,4100000,8,777,2200000,2500000,3600000,1900000,0.43902439024390244,8300000
1,1,0,1100000,2600000,6,858,1800000,1900000,2700000,600000,0.4230769230769231,6400000
5,0,0,3800000,13900000,12,534,4700000,2900000,8200000,2800000,0.2733812949640288,15800000
1,1,0,1200000,4500000,4,439,3200000,1800000,2900000,1200000,0.26666666666666666,7900000
3,1,1,2900000,8500000,12,564,1000000,3100000,7500000,1800000,0.3411764705882353,11600000
3,1,0,8000000,20100000,10,608,9800000,15500000,26100000,5200000,0.39800995024875624,51400000
0,1,1,2000000,5200000,18,400,1900000,1500000,5000000,1500000,0.38461538461538464,8400000
2,0,0,3300000,8300000,6,653,4700000,3100000,8300000,4600000,0.39759036144578314,16100000
3,0,1,4800000,11500000,12,535,3600000,8000000,15600000,5400000,0.41739130434782606,27200000
0,0,1,7800000,23300000,10,587,12500000,9300000,27500000,9700000,0.33476394849785407,49300000
1,1,1,8500000,26200000,8,811,22800000,6400000,32500000,12700000,0.3244274809160305,61700000
0,0,0,9700000,27500000,18,343,13400000,16500000,20000000,8200000,0.3527272727272727,49900000
2,1,1,1200000,4500000,10,555,100000,1100000,2700000,1400000,0.26666666666666666,3900000
1,0,0,4100000,10300000,12,364,9500000,6100000,14900000,2800000,0.39805825242718446,30500000
4,0,1,2600000,9400000,18,481,2700000,4400000,8600000,2400000,0.2765957446808511,15700000
1,1,1,1000000,3200000,2,710,100000,200000,3300000,900000,0.3125,3600000
5,1,0,2600000,8200000,4,849,7400000,2000000,8900000,2700000,0.3170731707317073,18300000
1,0,0,800000,2400000,16,872,2400000,1200000,1900000,900000,0.3333333333333333,5500000
3,0,1,1000000,2600000,6,341,2900000,1700000,3600000,1100000,0.38461538461538464,8200000
0,0,0,3000000,8400000,10,361,7700000,200000,7300000,1800000,0.35714285714285715,15200000
2,0,1,7600000,18100000,14,320,14700000,2600000,28100000,8500000,0.4198895027624309,45400000
5,1,1,1300000,3100000,16,826,200000,1700000,5100000,1400000,0.41935483870967744,7000000
2,1,1,7900000,16100000,18,318,17300000,2900000,29900000,9300000,0.4906832298136646,50100000
